,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,location
2860,Entire home/apt,Boston,Brighton,0,0.0,3,1.0,67.0,42.348929,-71.16448299999999,0101000020E6100000DF6FB4E386CA51C020D099B4A92C4540
2861,Entire home/apt,Boston,Brighton,2,0.0,2,0.0,80.0,42.341878,-71.143209,0101000020E61000008BDF14562AC951C0679C86A8C22B4540
2862,Entire home/apt,Boston,Brighton,60,4.5,5,2.0,80.0,42.361078000000006,-71.142325,0101000020E6100000CE1951DA1BC951C00DA7CCCD372E4540
2863,Entire home/apt,Boston,Roxbury,2,0.0,4,2.0,75.0,42.311863,-71.086848,0101000020E610000046EEE9EA8EC551C08EEA7420EB274540
2864,Entire home/apt,Boston,South Boston,2,0.0,2,1.0,70.0,42.332484,-71.033936,0101000020E61000000D8AE6012CC251C0BD38F1D58E2A4540
2865,Entire home/apt,Boston,South End,3,4.5,2,0.0,62.0,42.344601000000004,-71.073976,0101000020E6100000172CD505BCC451C09E95B4E21B2C4540
2866,Entire home/apt,Boston,Allston,54,4.5,4,1.0,80.0,42.349342,-71.129081,0101000020E61000003D62F4DC42C851C0438F183DB72C4540
2867,Entire home/apt,Boston,Allston,4,3.5,4,2.0,80.0,42.349053999999995,-71.13038,0101000020E61000005C035B2558C851C0DD442DCDAD2C4540
2868,Entire home/apt,Boston,Fenway,30,4.5,2,0.0,70.0,42.346717,-71.105007,0101000020E610000078B6476FB8C651C0CEFBFF38612C4540
2869,Entire home/apt,Boston,Allston,0,0.0,2,0.0,69.0,42.350482,-71.128518,0101000020E6100000A1BC8FA339C851C018EB1B98DC2C4540
2870,Entire home/apt,Boston,Fenway,13,5.0,3,0.0,80.0,42.345632,-71.094964,0101000020E61000000893E2E313C651C0BD395CAB3D2C4540
2871,Entire home/apt,Boston,Brighton,44,4.5,5,2.0,63.0,42.340340999999995,-71.15221700000001,0101000020E61000004B395FECBDC951C0753E3C4B902B4540
2872,Entire home/apt,Boston,Dorchester,0,0.0,4,2.0,68.0,42.321447,-71.05582199999999,0101000020E61000006E19709692C351C0DB32E02C25294540
2873,Entire home/apt,Boston,Jamaica Plain,68,5.0,2,1.0,75.0,42.320809000000004,-71.107303,0101000020E6100000D0F0660DDEC651C098A1F14410294540
2874,Entire home/apt,Boston,Downtown,1,0.0,2,0.0,69.0,42.355447,-71.059822,0101000020E61000003465A71FD4C351C00C3B8C497F2D4540
2875,Entire home/apt,Boston,Charlestown,3,4.0,1,1.0,75.0,42.38024,-71.065974,0101000020E6100000B91803EB38C451C0C6504EB4AB304540
2876,Entire home/apt,Boston,Roslindale,1,0.0,3,1.0,75.0,42.281527000000004,-71.136747,0101000020E6100000DF347D76C0C851C072F8A41309244540
2877,Entire home/apt,Boston,East Boston,63,4.5,2,0.0,70.0,42.386187,-71.00461999999999,0101000020E6100000153AAFB14BC051C0F7915B936E314540
2878,Entire home/apt,Boston,Dorchester,12,5.0,2,0.0,75.0,42.284447,-71.059625,0101000020E6100000894160E5D0C351C0003961C268244540
2879,Entire home/apt,Boston,Charlestown,16,5.0,4,1.0,75.0,42.374244,-71.064196,0101000020E61000002D228AC91BC451C0B35C363AE72F4540
2880,Entire home/apt,Boston,Allston,156,5.0,4,0.0,69.0,42.350493,-71.13328100000001,0101000020E6100000670B08AD87C851C00C3D62F4DC2C4540
2881,Entire home/apt,Boston,Dorchester,72,4.5,6,2.0,78.0,42.297453999999995,-71.058504,0101000020E6100000DAAB8F87BEC351C03E0801F912264540
2882,Entire home/apt,Boston,Brighton,3,5.0,4,2.0,79.0,42.33909,-71.153462,0101000020E610000071CB4752D2C951C04833164D672B4540
2883,Entire home/apt,Boston,Roslindale,6,5.0,5,1.0,75.0,42.274094,-71.11900200000001,0101000020E6100000268A90BA9DC751C0D1031F8315234540
2884,Entire home/apt,Boston,Jamaica Plain,0,0.0,2,1.0,62.0,42.301602,-71.115575,0101000020E61000000E4FAF9465C751C04034F3E49A264540
2885,Entire home/apt,Boston,Dorchester,109,4.5,4,1.0,72.0,42.295365999999994,-71.05958000000001,0101000020E6100000B9DFA128D0C351C0D82C978DCE254540
2886,Entire home/apt,Boston,Brighton,78,5.0,4,1.0,80.0,42.340296,-71.150788,0101000020E61000004628B682A6C951C0D57ABFD18E2B4540
2887,Entire home/apt,Boston,Dorchester,12,4.5,8,3.0,80.0,42.306844,-71.06044200000001,0101000020E610000082531F48DEC351C0A67C08AA46274540
2888,Entire home/apt,Boston,Allston,17,4.0,2,0.0,62.0,42.352385,-71.12546800000001,0101000020E6100000732CEFAA07C851C0EC4CA1F31A2D4540
2889,Entire home/apt,Boston,Hyde Park,48,5.0,4,1.0,78.0,42.246520000000004,-71.116232,0101000020E6100000EAAF575870C751C0ABE7A4F78D1F4540
2890,Entire home/apt,Boston,Roxbury,31,5.0,4,1.0,65.0,42.330290000000005,-71.093822,0101000020E61000004D69FD2D01C651C0111956F1462A4540
2891,Entire home/apt,Boston,Fenway,14,4.5,2,0.0,69.0,42.351127000000005,-71.089924,0101000020E610000008C89750C1C551C00DDFC2BAF12C4540
2892,Entire home/apt,Boston,Allston,7,5.0,1,1.0,45.0,42.350531,-71.128209,0101000020E61000006283859334C851C0F99D2633DE2C4540
2893,Entire home/apt,Boston,Brighton,3,5.0,4,4.0,59.0,42.355604,-71.158775,0101000020E6100000091B9E5E29CA51C0D4298F6E842D4540
2894,Entire home/apt,Boston,North End,0,0.0,6,2.0,45.0,42.362539,-71.053727,0101000020E610000061FA5E4370C351C024438EAD672E4540
2895,Entire home/apt,Boston,Allston,1,0.0,3,0.0,60.0,42.347722,-71.13355,0101000020E61000005F984C158CC851C0C30C8D27822C4540
2896,Entire home/apt,Boston,Brighton,5,4.5,4,4.0,59.0,42.357361,-71.15687700000001,0101000020E6100000A71FD4450ACA51C0D4EE5701BE2D4540
2897,Entire home/apt,Boston,Allston,0,0.0,4,2.0,50.0,42.352732,-71.126134,0101000020E6100000793A579412C851C058207A52262D4540
2898,Entire home/apt,Boston,Mission Hill,1,0.0,6,1.0,50.0,42.327269,-71.09800600000001,0101000020E6100000F433F5BA45C651C050FF59F3E3294540
2899,Entire home/apt,Boston,Brighton,7,4.5,2,1.0,52.0,42.343798,-71.156305,0101000020E6100000E2CCAFE600CA51C01137A792012C4540
2900,Entire home/apt,Boston,Dorchester,0,0.0,4,1.0,49.0,42.315948,-71.041298,0101000020E6100000F9D85DA0A4C251C0499EEBFB70284540
2901,Entire home/apt,Boston,Brighton,1,0.0,2,1.0,57.0,42.340011,-71.155426,0101000020E6100000AEBCE47FF2C951C0DFA3FE7A852B4540
2902,Entire home/apt,Boston,Mission Hill,0,0.0,1,1.0,59.0,42.332398,-71.10240999999999,0101000020E61000002332ACE28DC651C0BEA085048C2A4540
2903,Entire home/apt,Boston,Brighton,0,0.0,3,2.0,50.0,42.349177000000005,-71.165628,0101000020E610000052D32EA699CA51C0F8C1F9D4B12C4540
2904,Entire home/apt,Boston,Brighton,0,0.0,2,1.0,55.0,42.339749,-71.150944,0101000020E6100000C1E10511A9C951C0A2EC2DE57C2B4540
2905,Entire home/apt,Boston,Mission Hill,0,0.0,2,0.0,55.0,42.331745,-71.11160500000001,0101000020E61000007C444C8924C751C046CEC29E762A4540
2906,Entire home/apt,Boston,Brighton,2,0.0,3,2.0,57.0,42.342365,-71.145279,0101000020E6100000EB724A404CC951C0C425C79DD22B4540
2907,Entire home/apt,Boston,Allston,16,5.0,2,0.0,60.0,42.350095,-71.132589,0101000020E6100000CCB392567CC851C01FBFB7E9CF2C4540
2908,Entire home/apt,Boston,Allston,11,5.0,2,0.0,60.0,42.351165,-71.125474,0101000020E6100000E49F19C407C851C0FB3F87F9F22C4540
2909,Entire home/apt,Boston,Dorchester,0,0.0,2,0.0,59.0,42.317398,-71.039958,0101000020E6100000ABCDFFAB8EC251C06CE8667FA0284540
2910,Entire home/apt,Boston,Allston,10,4.5,4,1.0,50.0,42.356625,-71.134279,0101000020E61000008962F20698C851C0CFF753E3A52D4540
2911,Entire home/apt,Boston,Brighton,0,0.0,6,2.0,20.0,42.342921000000004,-71.16830300000001,0101000020E61000006534F279C5CA51C0490ED8D5E42B4540
2912,Entire home/apt,Boston,North End,4,5.0,2,1.0,0.0,42.364798,-71.055361,0101000020E6100000541EDD088BC351C0B7D26BB3B12E4540
2913,Private room,Boston,Mission Hill,0,0.0,4,2.0,499.0,42.330102000000004,-71.109835,0101000020E6100000323D618907C751C00E2C47C8402A4540
2914,Private room,Boston,Downtown,0,0.0,4,1.0,245.0,42.358081,-71.05279200000001,0101000020E6100000635FB2F160C351C0D4282499D52D4540
2915,Private room,Boston,Fenway,9,5.0,2,1.0,260.0,42.349209,-71.092811,0101000020E6100000616D8C9DF0C551C0043C69E1B22C4540
2916,Private room,Boston,Beacon Hill,0,0.0,4,1.0,201.0,42.359598,-71.069816,0101000020E6100000342F87DD77C451C07FDAA84E072E4540
2917,Private room,Boston,Allston,3,3.5,2,2.0,230.0,42.361928999999996,-71.130641,0101000020E610000012A1116C5CC851C0AC3C81B0532E4540
2918,Private room,Boston,Back Bay,2,0.0,4,1.0,220.0,42.352278000000005,-71.082859,0101000020E610000079CBD58F4DC551C0D68C0C72172D4540
2919,Private room,Boston,Back Bay,39,5.0,2,1.0,200.0,42.348653999999996,-71.086753,0101000020E61000001D75745C8DC551C04FCFBBB1A02C4540
2920,Private room,Boston,Back Bay,0,0.0,2,1.0,218.0,42.350106,-71.083838,0101000020E61000005F0A0F9A5DC551C01211FE45D02C4540
2921,Private room,Boston,Charlestown,2,0.0,2,1.0,210.0,42.376435,-71.065351,0101000020E6100000B3F0F5B52EC451C0EE08A7052F304540
2922,Private room,Boston,Downtown,0,0.0,4,1.0,250.0,42.358844,-71.053001,0101000020E6100000F0694E5E64C351C0D32EA699EE2D4540
2923,Private room,Boston,South Boston,1,0.0,2,1.0,250.0,42.340947,-71.050741,0101000020E61000003FE42D573FC351C0AC55BB26A42B4540
2924,Private room,Boston,Jamaica Plain,8,4.5,2,1.0,196.0,42.304204999999996,-71.105082,0101000020E61000007D59DAA9B9C651C0CD237F30F0264540
2925,Private room,Boston,Back Bay,2,0.0,2,1.0,185.0,42.34547,-71.078812,0101000020E610000012A27C410BC551C0E3DF675C382C4540
2926,Private room,Boston,Back Bay,4,5.0,3,1.0,150.0,42.347619,-71.083616,0101000020E6100000085BECF659C551C0EF3B86C77E2C4540
2927,Private room,Boston,South Boston,2,0.0,2,1.0,145.0,42.343317,-71.057384,0101000020E610000013D4F02DACC351C09694BBCFF12B4540
2928,Private room,Boston,South End,7,5.0,2,1.0,140.0,42.344677000000004,-71.077623,0101000020E6100000B79A75C6F7C451C079573D601E2C4540
2929,Private room,Boston,South Boston,18,4.5,2,1.0,145.0,42.343049,-71.055666,0101000020E6100000F25F200890C351C077F69507E92B4540
2930,Private room,Boston,Fenway,6,5.0,2,1.0,175.0,42.350774,-71.09825500000001,0101000020E6100000C8EA56CF49C651C0C0249529E62C4540
2931,Private room,Boston,Beacon Hill,0,0.0,2,1.0,180.0,42.356856,-71.070251,0101000020E6100000B9E00CFE7EC451C0D1B01875AD2D4540
2932,Private room,Boston,Bay Village,15,5.0,2,1.0,149.0,42.350099,-71.067799,0101000020E6100000E5EC9DD156C451C060AE450BD02C4540
2933,Private room,Boston,Charlestown,5,5.0,2,1.0,165.0,42.375084,-71.058127,0101000020E6100000EF004F5AB8C351C05EA0A4C002304540
2934,Private room,Boston,South Boston,21,5.0,2,1.0,160.0,42.341997,-71.053872,0101000020E6100000E38A8BA372C351C0412AC58EC62B4540
2935,Private room,Boston,Beacon Hill,7,3.5,2,1.0,129.0,42.360261,-71.06685,0101000020E610000035EF384547C451C01B834E081D2E4540
2936,Private room,Boston,Jamaica Plain,0,0.0,2,1.0,125.0,42.306248,-71.108908,0101000020E610000075914259F8C651C0923B6C2233274540
2937,Private room,Boston,West Roxbury,3,5.0,2,1.0,135.0,42.291988,-71.141109,0101000020E6100000F60A0BEE07C951C08869DFDC5F254540
2938,Private room,Boston,Roxbury,10,5.0,2,1.0,128.0,42.339759,-71.081938,0101000020E61000002D93E1783EC551C0C6C210397D2B4540
2939,Private room,Boston,Bay Village,29,4.5,2,1.0,125.0,42.350153999999996,-71.067931,0101000020E61000009DD843FB58C451C02448A5D8D12C4540
2940,Private room,Boston,Brighton,1,0.0,2,1.0,129.0,42.350975,-71.172226,0101000020E6100000566133C005CB51C0575BB1BFEC2C4540
2941,Private room,Boston,Dorchester,5,4.5,2,1.0,129.0,42.320539000000004,-71.041512,0101000020E61000000F99F221A8C251C0D80B056C07294540
2942,Private room,Boston,Dorchester,4,5.0,2,1.0,125.0,42.319121,-71.051583,0101000020E6100000E481C8224DC351C0C13BF9F4D8284540
2943,Private room,Boston,North End,1,0.0,2,1.0,130.0,42.365707,-71.05770799999999,0101000020E6100000ED2DE57CB1C351C08A75AA7CCF2E4540
2944,Private room,Boston,Dorchester,3,4.5,2,1.0,135.0,42.319466,-71.053278,0101000020E61000002AE620E868C351C08B170B43E4284540
2945,Private room,Boston,South End,107,5.0,3,1.0,125.0,42.338113,-71.07821899999999,0101000020E610000041BB438A01C551C01DAD6A49472B4540
2946,Private room,Boston,South End,7,5.0,2,1.0,125.0,42.340245,-71.076636,0101000020E61000008F6CAE9AE7C451C053D0ED258D2B4540
2947,Private room,Boston,East Boston,0,0.0,3,1.0,100.0,42.389788,-71.007343,0101000020E6100000B136C64E78C051C0C72FBC92E4314540
2948,Private room,Boston,Jamaica Plain,4,5.0,2,1.0,85.0,42.314499,-71.11223199999999,0101000020E6100000246420CF2EC751C0F6CFD38041284540
2949,Private room,Boston,Brighton,13,5.0,2,1.0,54.0,42.355294,-71.160325,0101000020E6100000CCEEC9C342CA51C0863B17467A2D4540
2950,Private room,Boston,Dorchester,313,5.0,3,1.0,52.0,42.310502,-71.04811600000001,0101000020E6100000849A215514C351C0DAAB8F87BE274540
2951,Private room,Boston,Jamaica Plain,2,0.0,2,1.0,45.0,42.298709,-71.11251,0101000020E6100000459E245D33C751C0AC02B5183C264540
2952,Private room,Boston,Brighton,0,0.0,2,1.0,48.0,42.342125,-71.146664,0101000020E610000009E066F162C951C06F1283C0CA2B4540
2953,Entire home/apt,Boston,Charlestown,13,5.0,10,3.0,99.0,42.374432,-71.06483,0101000020E61000002E73BA2C26C451C0B6494563ED2F4540
2954,Entire home/apt,Boston,Fenway,0,0.0,1,1.0,85.0,42.343634,-71.08894000000001,0101000020E610000099D36531B1C551C097E5EB32FC2B4540
2955,Entire home/apt,Boston,Jamaica Plain,11,5.0,4,2.0,100.0,42.312934999999996,-71.096467,0101000020E61000002B89EC832CC651C00B630B410E284540
2956,Entire home/apt,Boston,East Boston,12,4.5,4,2.0,95.0,42.378207,-71.037369,0101000020E61000009738F24064C251C0240F441669304540
2957,Entire home/apt,Boston,Beacon Hill,1,0.0,2,0.0,99.0,42.359982,-71.068128,0101000020E610000048FC8A355CC451C00893E2E3132E4540
2958,Entire home/apt,Boston,Jamaica Plain,0,0.0,4,2.0,100.0,42.316340000000004,-71.104844,0101000020E6100000A3CB9BC3B5C651C0543541D47D284540
2959,Entire home/apt,Boston,Mission Hill,44,4.0,2,1.0,99.0,42.334267,-71.10652900000001,0101000020E6100000D6C4025FD1C651C0E690D442C92A4540
2960,Entire home/apt,Boston,Roslindale,1,0.0,2,1.0,95.0,42.281414,-71.133318,0101000020E6100000F67D384888C851C07A51BB5F05244540
2961,Entire home/apt,Boston,Jamaica Plain,0,0.0,4,2.0,100.0,42.32268,-71.11561999999999,0101000020E6100000DEB06D5166C751C0618907944D294540
2962,Entire home/apt,Boston,Allston,32,4.5,2,1.0,90.0,42.34854,-71.13754499999999,0101000020E61000009D2E8B89CDC851C086AC6EF59C2C4540
2963,Entire home/apt,Boston,West End,0,0.0,2,0.0,100.0,42.362891999999995,-71.065174,0101000020E61000002BA391CF2BC451C072FDBB3E732E4540
2964,Entire home/apt,Boston,East Boston,42,4.5,4,2.0,99.0,42.369965,-71.039875,0101000020E6100000643BDF4F8DC251C013D55B035B2F4540
2965,Entire home/apt,Boston,East Boston,73,5.0,4,2.0,100.0,42.364796999999996,-71.030313,0101000020E610000032E9EFA5F0C151C0E75608ABB12E4540
2966,Entire home/apt,Boston,Jamaica Plain,1,0.0,3,2.0,100.0,42.313212,-71.108087,0101000020E6100000DB87BCE5EAC651C07D5BB05417284540
2967,Entire home/apt,Boston,Beacon Hill,41,4.5,6,2.0,95.0,42.360939,-71.070832,0101000020E6100000A8E0F08288C451C0EC6CC83F332E4540
2968,Entire home/apt,Boston,Beacon Hill,1,0.0,2,1.0,97.0,42.357122,-71.067892,0101000020E61000003EEAAF5758C451C04F57772CB62D4540
2969,Entire home/apt,Boston,South Boston,102,5.0,8,2.0,99.0,42.333021,-71.052203,0101000020E61000003370404B57C351C0CCF09F6EA02A4540
2970,Entire home/apt,Boston,Fenway,14,4.5,2,1.0,95.0,42.346268,-71.10432,0101000020E61000006614CB2DADC651C05FD38382522C4540
2971,Entire home/apt,Boston,Downtown,23,4.0,6,2.0,99.0,42.353376000000004,-71.06318399999999,0101000020E61000005A68E7340BC451C07C98BD6C3B2D4540
2972,Entire home/apt,Boston,North End,18,4.5,8,3.0,100.0,42.366121,-71.057036,0101000020E610000075AC527AA6C351C07DB08C0DDD2E4540
2973,Entire home/apt,Boston,South End,43,5.0,4,2.0,89.0,42.345490999999996,-71.062422,0101000020E61000004223D8B8FEC351C0FB07910C392C4540
2974,Entire home/apt,Boston,Downtown,46,4.5,6,2.0,99.0,42.359331,-71.053202,0101000020E61000003C855CA967C351C030B8E68EFE2D4540
2975,Entire home/apt,Boston,Fenway,1,0.0,4,0.0,85.0,42.34244,-71.100003,0101000020E61000001FA0FB7266C651C0CF6BEC12D52B4540
2976,Entire home/apt,Boston,South Boston,29,5.0,7,2.0,89.0,42.332173,-71.04835899999999,0101000020E6100000E8DD585018C351C09ECE15A5842A4540
2977,Entire home/apt,Boston,South End,4,5.0,3,1.0,100.0,42.341724,-71.078642,0101000020E6100000E485747808C551C01021AE9CBD2B4540
2978,Entire home/apt,Boston,Fenway,5,5.0,2,0.0,100.0,42.342246,-71.090324,0101000020E6100000CF8250DEC7C551C0EA9788B7CE2B4540
2979,Entire home/apt,Boston,Allston,72,5.0,4,1.0,100.0,42.34923,-71.1299,0101000020E610000007F0164850C851C01B649291B32C4540
2980,Entire home/apt,Boston,Beacon Hill,1,0.0,2,0.0,99.0,42.36034,-71.068589,0101000020E610000062F71DC363C451C067B8019F1F2E4540
2981,Entire home/apt,Boston,North End,34,5.0,6,3.0,100.0,42.366312,-71.055275,0101000020E6100000545227A089C351C0F110C64FE32E4540
2982,Entire home/apt,Boston,Beacon Hill,0,0.0,2,0.0,95.0,42.360913000000004,-71.066136,0101000020E6100000A6457D923BC451C0C2D9AD65322E4540
2983,Entire home/apt,Boston,Jamaica Plain,87,4.5,2,0.0,99.0,42.316437,-71.10342299999999,0101000020E6100000DFA9807B9EC651C0471FF30181284540
2984,Entire home/apt,Boston,South Boston,103,4.5,6,3.0,99.0,42.330245,-71.055462,0101000020E6100000EE0A7DB08CC351C07155D977452A4540
2985,Entire home/apt,Boston,Beacon Hill,13,4.5,3,0.0,85.0,42.358801,-71.068878,0101000020E61000007D5A457F68C451C0D462F030ED2D4540
2986,Entire home/apt,Boston,Back Bay,20,4.5,5,1.0,100.0,42.348368,-71.090466,0101000020E610000099D9E731CAC551C0897C9752972C4540
2987,Entire home/apt,Boston,Dorchester,32,4.5,7,3.0,80.0,42.307748,-71.060224,0101000020E6100000CC9BC3B5DAC351C067B4554964274540
2988,Entire home/apt,Boston,East Boston,55,4.5,6,3.0,99.0,42.367127,-71.037806,0101000020E6100000ED65DB696BC251C0433D7D04FE2E4540
2989,Entire home/apt,Boston,South Boston,48,4.5,4,2.0,99.0,42.330248,-71.054912,0101000020E61000001C0A9FAD83C351C0E2C80391452A4540
2990,Entire home/apt,Boston,Dorchester,12,4.5,8,3.0,100.0,42.31324,-71.062416,0101000020E6100000D1AFAD9FFEC351C047E6913F18284540
2991,Entire home/apt,Boston,North End,67,4.5,6,2.0,99.0,42.363954,-71.051587,0101000020E610000085798F334DC351C0CB9F6F0B962E4540
2992,Entire home/apt,Boston,Beacon Hill,2,0.0,2,0.0,99.0,42.35945,-71.06644,0101000020E61000005CC98E8D40C451C00B462575022E4540
2993,Entire home/apt,Boston,Dorchester,18,5.0,4,2.0,95.0,42.322803,-71.06184499999999,0101000020E6100000F41ABB44F5C351C07D06D49B51294540
2994,Entire home/apt,Boston,Downtown,29,4.5,6,2.0,99.0,42.351776,-71.06389200000001,0101000020E6100000779E78CE16C451C044C2F7FE062D4540
2995,Entire home/apt,Boston,North End,81,4.5,5,1.0,99.0,42.365097,-71.053646,0101000020E6100000EBE3A1EF6EC351C0116F9D7FBB2E4540
2996,Entire home/apt,Boston,Fenway,54,4.5,3,1.0,80.0,42.350339,-71.101174,0101000020E6100000274D83A279C651C0B5C189E8D72C4540
2997,Entire home/apt,Boston,Dorchester,16,5.0,5,3.0,99.0,42.317375,-71.05593499999999,0101000020E6100000EAEC647094C351C0B4C876BE9F284540
2998,Entire home/apt,Boston,Beacon Hill,52,4.0,1,0.0,88.0,42.358391999999995,-71.064378,0101000020E61000003E25E7C41EC451C0F392FFC9DF2D4540
2999,Entire home/apt,Boston,Fenway,14,5.0,3,1.0,89.0,42.347372,-71.105262,0101000020E6100000BDE0D39CBCC651C0E7C589AF762C4540
3000,Entire home/apt,Boston,North End,8,4.5,2,0.0,89.0,42.367248,-71.056111,0101000020E6100000897C975297C351C0BDC282FB012F4540
3001,Entire home/apt,Boston,Downtown,35,4.5,6,1.0,80.0,42.351504999999996,-71.06318900000001,0101000020E6100000E21DE0490BC451C0B4B0A71DFE2C4540
3002,Entire home/apt,Boston,Fenway,28,4.5,3,1.0,85.0,42.350095,-71.102314,0101000020E610000012FB04508CC651C01FBFB7E9CF2C4540
3003,Entire home/apt,Boston,Back Bay,377,4.5,3,0.0,100.0,42.35387,-71.079723,0101000020E61000004C6F7F2E1AC551C08C84B69C4B2D4540
3004,Entire home/apt,Boston,Roxbury,11,5.0,7,1.0,100.0,42.32863,-71.089083,0101000020E61000004BE82E89B3C551C0033E3F8C102A4540
3005,Entire home/apt,Boston,Brighton,0,0.0,3,1.0,90.0,42.340587,-71.154154,0101000020E61000000C23BDA8DDC951C0AC38D55A982B4540
3006,Entire home/apt,Boston,Dorchester,0,0.0,4,1.0,97.0,42.281989,-71.069634,0101000020E6100000232C2AE274C451C0776A2E3718244540
3007,Entire home/apt,Boston,Jamaica Plain,11,4.5,2,1.0,95.0,42.321578,-71.114115,0101000020E6100000EA3E00A94DC751C07A8EC87729294540
3008,Entire home/apt,Boston,Allston,0,0.0,4,1.0,100.0,42.350294,-71.13305,0101000020E6100000E6AE25E483C851C015FE0C6FD62C4540
3009,Entire home/apt,Boston,Back Bay,0,0.0,3,1.0,99.0,42.351172999999996,-71.080977,0101000020E61000009BAE27BA2EC551C07E1EA33CF32C4540
3010,Entire home/apt,Boston,Dorchester,82,4.5,4,2.0,89.0,42.294731,-71.06111899999999,0101000020E6100000838AAA5FE9C351C0060FD3BEB9254540
3011,Entire home/apt,Boston,North End,3,4.5,2,1.0,85.0,42.364952,-71.05599000000001,0101000020E6100000CBB9145795C351C00E4E44BFB62E4540
3012,Entire home/apt,Boston,Dorchester,18,4.5,2,1.0,95.0,42.310041999999996,-71.049418,0101000020E61000005C751DAA29C351C07731CD74AF274540
3013,Entire home/apt,Boston,Downtown,34,5.0,3,1.0,95.0,42.349996999999995,-71.065372,0101000020E6100000BE840A0E2FC451C05C59A2B3CC2C4540
3014,Entire home/apt,Boston,Jamaica Plain,195,4.5,2,0.0,90.0,42.325089,-71.10723,0101000020E61000009BC937DBDCC651C009A52F849C294540
3015,Entire home/apt,Boston,Dorchester,72,4.5,6,3.0,99.0,42.313386,-71.06525500000001,0101000020E6100000A1B94E232DC451C01B834E081D284540
3016,Entire home/apt,Boston,East Boston,24,5.0,4,1.0,94.0,42.371269,-71.043199,0101000020E6100000130EBDC5C3C251C062821ABE852F4540
3017,Entire home/apt,Boston,Roxbury,0,0.0,2,1.0,100.0,42.336209999999994,-71.086922,0101000020E610000063D34A2190C551C0494BE5ED082B4540
3018,Entire home/apt,Boston,East Boston,47,5.0,4,2.0,95.0,42.364868,-71.02991899999999,0101000020E6100000DCA16131EAC151C0B0AD9FFEB32E4540
3019,Entire home/apt,Boston,South Boston,4,5.0,2,1.0,99.0,42.34129,-71.051512,0101000020E610000080D6FCF84BC351C0D6390664AF2B4540
3020,Entire home/apt,Boston,South End,9,5.0,4,1.0,100.0,42.343864,-71.079087,0101000020E61000007BA2EBC20FC551C0C9224DBC032C4540
3021,Entire home/apt,Boston,West Roxbury,13,5.0,4,1.0,80.0,42.271273,-71.146641,0101000020E61000002DD0EE9062C951C0D7A4DB12B9224540
3022,Entire home/apt,Boston,Brighton,7,5.0,4,2.0,100.0,42.345756,-71.14128000000001,0101000020E61000000CE544BB0AC951C0A9328CBB412C4540
3023,Entire home/apt,Boston,East Boston,48,5.0,4,2.0,99.0,42.375759,-71.034307,0101000020E610000087C1FC1532C251C0BE16F4DE18304540
3024,Entire home/apt,Boston,South Boston,114,4.5,4,2.0,99.0,42.332613,-71.05485300000001,0101000020E6100000994528B682C351C0BB9C1210932A4540
3025,Entire home/apt,Boston,West Roxbury,29,4.5,4,2.0,99.0,42.27232,-71.162498,0101000020E610000096EA025E66CA51C0FB05BB61DB224540
3026,Entire home/apt,Boston,Allston,64,4.5,2,0.0,100.0,42.350165000000004,-71.131051,0101000020E6100000EBC6BB2363C851C0179AEB34D22C4540
3027,Entire home/apt,Boston,East Boston,64,4.5,3,0.0,99.0,42.376717,-71.03655,0101000020E6100000CEAACFD556C251C0726C3D4338304540
3028,Entire home/apt,Boston,Mattapan,3,5.0,4,1.0,97.0,42.270998,-71.070972,0101000020E6100000A1BB24CE8AC451C005A4FD0FB0224540
3029,Entire home/apt,Boston,Beacon Hill,87,4.5,2,0.0,98.0,42.358903000000005,-71.070091,0101000020E61000009D2FF65E7CC451C0D8B79388F02D4540
3030,Entire home/apt,Boston,Brighton,22,5.0,2,0.0,89.0,42.347019,-71.14648299999999,0101000020E6100000E19A3BFA5FC951C09A0B5C1E6B2C4540
3031,Entire home/apt,Boston,Jamaica Plain,17,5.0,4,1.0,80.0,42.309478000000006,-71.099307,0101000020E6100000E350BF0B5BC651C06E6AA0F99C274540
3032,Private room,Boston,Dorchester,44,4.5,2,1.0,30.0,42.294647,-71.080826,0101000020E6100000A8AAD0402CC551C0A86E2EFEB6254540
3033,Private room,Boston,Mission Hill,2,0.0,2,1.0,30.0,42.327775,-71.09883,0101000020E61000004777103B53C651C024B9FC87F4294540
3034,Private room,Boston,Allston,0,0.0,2,1.0,35.0,42.357347,-71.128047,0101000020E610000075560BEC31C851C06F29E78BBD2D4540
3035,Private room,Boston,Roxbury,0,0.0,2,1.0,38.0,42.339793,-71.082264,0101000020E6100000D76839D043C551C0723447567E2B4540
3036,Private room,Boston,Allston,1,0.0,2,1.0,38.0,42.36501,-71.122415,0101000020E61000008D62B9A5D5C751C0425BCEA5B82E4540
3037,Private room,Boston,Allston,0,0.0,2,1.0,34.0,42.353389,-71.12655600000001,0101000020E61000003447567E19C851C011E2CAD93B2D4540
3038,Private room,Boston,Dorchester,0,0.0,3,1.0,37.0,42.305845,-71.06425,0101000020E6100000273108AC1CC451C09352D0ED25274540
3039,Private room,Boston,East Boston,0,0.0,2,1.0,40.0,42.385728,-71.016676,0101000020E610000033A8363811C151C06493FC885F314540
