,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,location
992,Entire home/apt,Boston,South End,34,5.0,4,2.0,275.0,42.343373,-71.069514,0101000020E61000004E27D9EA72C451C02AAA7EA5F32B4540
993,Entire home/apt,Boston,Beacon Hill,12,4.5,4,2.0,250.0,42.358253000000005,-71.068434,0101000020E6100000CEFBFF3861C451C0D158FB3BDB2D4540
994,Entire home/apt,Boston,Charlestown,7,4.5,2,0.0,229.0,42.370156,-71.060703,0101000020E610000039F1D58EE2C351C087359545612F4540
995,Entire home/apt,Boston,Charlestown,1,0.0,4,2.0,250.0,42.374280999999996,-71.061385,0101000020E6100000C2DD59BBEDC351C0D1419770E82F4540
996,Entire home/apt,Boston,Beacon Hill,26,5.0,4,2.0,295.0,42.357668,-71.070987,0101000020E61000003CDC0E0D8BC451C0B169A510C82D4540
997,Entire home/apt,Boston,Beacon Hill,0,0.0,4,1.0,201.0,42.35802,-71.069749,0101000020E6100000707B82C476C451C02FA86F99D32D4540
998,Entire home/apt,Boston,Downtown,7,5.0,6,2.0,300.0,42.354465999999995,-71.06011,0101000020E6100000670A9DD7D8C351C0A0C552245F2D4540
999,Entire home/apt,Boston,Downtown,5,4.5,2,1.0,279.0,42.356255,-71.061485,0101000020E6100000740CC85EEFC351C0AB048BC3992D4540
1000,Entire home/apt,Boston,Downtown,0,0.0,6,3.0,299.0,42.355759,-71.061978,0101000020E610000093C49272F7C351C0FB20CB82892D4540
1001,Entire home/apt,Boston,Downtown,75,4.5,6,2.0,290.0,42.355371000000005,-71.06223,0101000020E610000020B58993FBC351C0317903CC7C2D4540
1002,Entire home/apt,Boston,South Boston,107,5.0,4,2.0,250.0,42.341792,-71.052736,0101000020E610000099D4D00660C351C068041BD7BF2B4540
1003,Entire home/apt,Boston,Charlestown,60,4.5,8,2.0,299.0,42.378248,-71.061988,0101000020E6100000A52F849CF7C351C082E3326E6A304540
1004,Entire home/apt,Boston,Beacon Hill,45,4.5,4,1.0,235.0,42.359746,-71.07019,0101000020E610000066A032FE7DC451C0F46E2C280C2E4540
1005,Entire home/apt,Boston,North End,41,4.5,5,2.0,260.0,42.364672999999996,-71.055756,0101000020E610000092239D8191C351C0FB5DD89AAD2E4540
1006,Entire home/apt,Boston,South End,19,4.5,4,1.0,259.0,42.346323999999996,-71.063016,0101000020E6100000FCC7427408C451C0F3E84658542C4540
1007,Entire home/apt,Boston,North End,87,5.0,6,2.0,250.0,42.368581,-71.053588,0101000020E610000051DD5CFC6DC351C0A77686A92D2F4540
1008,Entire home/apt,Boston,West End,9,5.0,4,2.0,295.0,42.362511,-71.065252,0101000020E6100000E97FB9162DC451C05AB8ACC2662E4540
1009,Entire home/apt,Boston,South Boston,11,5.0,8,2.0,215.0,42.336232,-71.046044,0101000020E6100000548B8862F2C251C031EF71A6092B4540
1010,Entire home/apt,Boston,Downtown,2,0.0,2,1.0,249.0,42.35087,-71.064452,0101000020E61000005B0A48FB1FC451C0E292E34EE92C4540
1011,Entire home/apt,Boston,North End,0,0.0,10,3.0,292.0,42.36408,-71.049876,0101000020E6100000BD361B2B31C351C05890662C9A2E4540
1012,Entire home/apt,Boston,South End,0,0.0,2,2.0,250.0,42.343385,-71.068812,0101000020E6100000A164726A67C451C0EE77280AF42B4540
1013,Entire home/apt,Boston,South End,13,5.0,2,1.0,275.0,42.344333,-71.071062,0101000020E6100000417FA1478CC451C07FF78E1A132C4540
1014,Entire home/apt,Boston,North End,2,0.0,6,2.0,279.0,42.364139,-71.051009,0101000020E61000004EB340BB43C351C05D19541B9C2E4540
1015,Entire home/apt,Boston,North End,10,5.0,3,1.0,250.0,42.361828,-71.052483,0101000020E61000002426A8E15BC351C078634161502E4540
1016,Entire home/apt,Boston,East Boston,1,0.0,6,3.0,250.0,42.365384999999996,-71.030935,0101000020E61000005053CBD6FAC151C078B988EFC42E4540
1017,Entire home/apt,Boston,West End,4,4.5,5,2.0,259.0,42.364157,-71.068119,0101000020E61000001E4FCB0F5CC451C003CE52B29C2E4540
1018,Entire home/apt,Boston,North End,1,0.0,5,2.0,260.0,42.364768,-71.054968,0101000020E6100000E694809884C351C04C50C3B7B02E4540
1019,Entire home/apt,Boston,South Boston,8,4.5,4,2.0,250.0,42.33124,-71.04175699999999,0101000020E610000043588D25ACC251C043908312662A4540
1020,Entire home/apt,Boston,East Boston,13,4.5,6,2.0,225.0,42.377051,-71.031189,0101000020E6100000ADBF2500FFC151C049F6083543304540
1021,Entire home/apt,Boston,East Boston,9,4.0,8,4.0,230.0,42.389682,-71.004714,0101000020E610000056F5F23B4DC051C081EB8A19E1314540
1022,Entire home/apt,Boston,Downtown,2,0.0,6,2.0,299.0,42.353619,-71.060264,0101000020E61000001348895DDBC351C0431F2C63432D4540
1023,Entire home/apt,Boston,Beacon Hill,103,5.0,6,2.0,249.0,42.360007,-71.066611,0101000020E610000072A3C85A43C451C061AA99B5142E4540
1024,Entire home/apt,Boston,East Boston,3,4.5,10,3.0,250.0,42.377689000000004,-71.03468199999999,0101000020E6100000A2F0D93A38C251C08B87F71C58304540
1025,Entire home/apt,Boston,South Boston,23,4.5,2,0.0,225.0,42.334981,-71.034451,0101000020E61000002194F77134C251C004E44BA8E02A4540
1026,Entire home/apt,Boston,Charlestown,17,5.0,3,2.0,245.0,42.374555,-71.059777,0101000020E61000006403E962D3C351C0D2C6116BF12F4540
1027,Entire home/apt,Boston,South Boston,17,5.0,8,2.0,298.0,42.330177,-71.052348,0101000020E6100000B4006DAB59C351C019726C3D432A4540
1028,Entire home/apt,Boston,Beacon Hill,30,4.5,2,1.0,230.0,42.35767,-71.06902600000001,0101000020E6100000B72407EC6AC451C052616C21C82D4540
1029,Entire home/apt,Boston,Beacon Hill,6,5.0,2,1.0,287.0,42.356798,-71.073091,0101000020E610000072A8DF85ADC451C09CA38E8EAB2D4540
1030,Entire home/apt,Boston,South Boston Waterfront,91,4.5,6,2.0,230.0,42.351665000000004,-71.04800300000001,0101000020E610000008C72C7B12C351C0EC12D55B032D4540
1031,Entire home/apt,Boston,Beacon Hill,68,4.5,2,0.0,229.0,42.358765000000005,-71.064309,0101000020E6100000A9F57EA31DC451C087F9F202EC2D4540
1032,Entire home/apt,Boston,South Boston,0,0.0,5,2.0,250.0,42.331509000000004,-71.056304,0101000020E610000093A8177C9AC351C032AA0CE36E2A4540
1033,Entire home/apt,Boston,Downtown,125,4.5,6,2.0,210.0,42.355202,-71.06057,0101000020E61000009947FE60E0C351C0A5BC5642772D4540
1034,Entire home/apt,Boston,South Boston Waterfront,0,0.0,4,1.0,215.0,42.349706,-71.04196400000001,0101000020E6100000FFE6C589AFC251C0849B8C2AC32C4540
1035,Entire home/apt,Boston,North End,51,5.0,6,2.0,260.0,42.363659999999996,-71.050232,0101000020E61000009C4D470037C351C0836E2F698C2E4540
1036,Entire home/apt,Boston,Downtown,15,4.5,8,2.0,300.0,42.358576,-71.05358100000001,0101000020E6100000F7AB00DF6DC351C0B49080D1E52D4540
1037,Entire home/apt,Boston,Downtown,1,0.0,4,1.0,235.0,42.351223,-71.064596,0101000020E6100000F4DC425722C451C02F4D11E0F42C4540
1038,Entire home/apt,Boston,South Boston Waterfront,0,0.0,4,2.0,249.0,42.349253999999995,-71.049176,0101000020E6100000E1EF17B325C351C0A4FFE55AB42C4540
1039,Entire home/apt,Boston,North End,131,5.0,4,2.0,255.0,42.365165999999995,-71.056944,0101000020E6100000056D72F8A4C351C03ACE6DC2BD2E4540
1040,Entire home/apt,Boston,South Boston,56,5.0,4,2.0,265.0,42.334838,-71.029737,0101000020E6100000CB9E0436E7C151C0A1BAB9F8DB2A4540
1041,Entire home/apt,Boston,North End,6,5.0,2,1.0,270.0,42.364087,-71.051788,0101000020E6100000D1949D7E50C351C00AF31E679A2E4540
1042,Entire home/apt,Boston,Beacon Hill,65,5.0,4,1.0,250.0,42.357568,-71.063661,0101000020E6100000F641960513C451C04E0CC9C9C42D4540
1043,Entire home/apt,Boston,Brighton,0,0.0,6,2.0,200.0,42.344014,-71.16894599999999,0101000020E61000009032E202D0CA51C0DEAE97A6082C4540
1044,Entire home/apt,Boston,Jamaica Plain,6,5.0,4,2.0,185.0,42.313951,-71.11600899999999,0101000020E6100000AB4203B16CC751C0F4C5DE8B2F284540
1045,Entire home/apt,Boston,Jamaica Plain,13,5.0,5,2.0,200.0,42.318139,-71.103674,0101000020E610000083DC4598A2C651C0844A5CC7B8284540
1046,Entire home/apt,Boston,Jamaica Plain,43,5.0,4,2.0,199.0,42.306943,-71.114016,0101000020E610000021CEC3094CC751C0395E81E849274540
1047,Entire home/apt,Boston,Jamaica Plain,0,0.0,3,1.0,185.0,42.302487,-71.113314,0101000020E6100000740B5D8940C751C08A3BDEE4B7264540
1048,Entire home/apt,Boston,Jamaica Plain,10,4.5,2,1.0,185.0,42.315565,-71.114827,0101000020E6100000A96C585359C751C09161156F64284540
1049,Entire home/apt,Boston,Mattapan,2,0.0,5,2.0,189.0,42.278521000000005,-71.069144,0101000020E6100000BCADF4DA6CC451C0E61F7D93A6234540
1050,Entire home/apt,Boston,South Boston,81,5.0,4,2.0,200.0,42.334338,-71.04482900000001,0101000020E6100000643A747ADEC251C0B0E76B96CB2A4540
1051,Entire home/apt,Boston,Jamaica Plain,7,4.5,4,2.0,185.0,42.319979,-71.10934,0101000020E61000004209336DFFC651C011346612F5284540
1052,Entire home/apt,Boston,Fenway,1,0.0,5,2.0,185.0,42.344549,-71.09701,0101000020E6100000A3586E6935C651C04C6F7F2E1A2C4540
1053,Entire home/apt,Boston,South Boston Waterfront,2,0.0,4,1.0,250.0,42.347944,-71.038157,0101000020E610000043C70E2A71C251C0726BD26D892C4540
1054,Entire home/apt,Boston,South Boston,3,5.0,16,6.0,300.0,42.329914,-71.032352,0101000020E6100000747D1F0E12C251C00C3F389F3A2A4540
1055,Entire home/apt,Boston,Chinatown,14,4.5,6,3.0,259.0,42.351415,-71.061762,0101000020E6100000AD889AE8F3C351C07429AE2AFB2C4540
1056,Entire home/apt,Boston,Downtown,1,0.0,8,4.0,299.0,42.355782,-71.060917,0101000020E61000004FB16A10E6C351C0B340BB438A2D4540
1057,Entire home/apt,Boston,Charlestown,0,0.0,4,2.0,250.0,42.376651,-71.06523,0101000020E6100000F52D73BA2CC451C0BB80971936304540
1058,Entire home/apt,Boston,West End,0,0.0,2,1.0,249.0,42.363865000000004,-71.06895,0101000020E6100000CAC342AD69C451C05B94D920932E4540
1059,Entire home/apt,Boston,Downtown,3,3.5,2,1.0,249.0,42.365967,-71.059535,0101000020E6100000E97DE36BCFC351C02635B401D82E4540
1060,Entire home/apt,Boston,West End,3,5.0,3,1.0,259.0,42.364974,-71.069616,0101000020E6100000D0D1AA9674C451C0F5F1D077B72E4540
1061,Entire home/apt,Boston,West End,4,5.0,2,1.0,249.0,42.364945,-71.06766800000001,0101000020E610000016BF29AC54C451C05BEB8B84B62E4540
1062,Entire home/apt,Boston,West End,6,5.0,3,1.0,279.0,42.363251,-71.067358,0101000020E6100000EFC7ED974FC451C0A19E3E027F2E4540
1063,Entire home/apt,Boston,Downtown,2,0.0,3,1.0,279.0,42.362565000000004,-71.063698,0101000020E610000085B4C6A013C451C04DD6A887682E4540
1064,Entire home/apt,Boston,West End,0,0.0,2,1.0,299.0,42.36485,-71.06851,0101000020E6100000BC5CC47762C451C009F9A067B32E4540
1065,Entire home/apt,Boston,Beacon Hill,4,5.0,2,2.0,225.0,42.360572999999995,-71.06548599999999,0101000020E6100000231631EC30C451C00A698D41272E4540
1066,Entire home/apt,Boston,Charlestown,25,5.0,4,2.0,225.0,42.383642,-71.068787,0101000020E6100000F5D8960167C451C09FAF592E1B314540
1067,Entire home/apt,Boston,West End,1,0.0,5,2.0,289.0,42.3639,-71.06997,0101000020E6100000DF6C73637AC451C0D8817346942E4540
1068,Entire home/apt,Boston,Charlestown,1,0.0,2,1.0,249.0,42.379994,-71.066525,0101000020E610000073D712F241C451C08F56B5A4A3304540
1069,Entire home/apt,Boston,Beacon Hill,1,0.0,4,2.0,230.0,42.360561,-71.07140600000001,0101000020E61000003EAF78EA91C451C0459BE3DC262E4540
1070,Entire home/apt,Boston,Charlestown,78,5.0,2,1.0,286.0,42.376551,-71.066769,0101000020E6100000BED87BF145C451C05723BBD232304540
1071,Entire home/apt,Boston,West End,9,5.0,3,1.0,220.0,42.364045000000004,-71.064786,0101000020E610000046CF2D7425C451C0DBA2CC06992E4540
1072,Entire home/apt,Boston,Beacon Hill,0,0.0,5,2.0,220.0,42.359355,-71.064368,0101000020E61000002CBAF59A1EC451C0B9533A58FF2D4540
1073,Entire home/apt,Boston,North End,1,0.0,4,1.0,235.0,42.363615,-71.05375500000001,0101000020E6100000C6BFCFB870C351C0E3AAB2EF8A2E4540
1074,Entire home/apt,Boston,Charlestown,7,4.5,4,2.0,201.0,42.374999,-71.057775,0101000020E6100000B1E1E995B2C351C030849CF7FF2F4540
1075,Entire home/apt,Boston,North End,8,5.0,2,1.0,250.0,42.365658,-71.055882,0101000020E6100000D89B189293C351C0A9C29FE1CD2E4540
1076,Entire home/apt,Boston,Charlestown,13,5.0,3,2.0,225.0,42.376634,-71.052379,0101000020E6100000D2FF722D5AC351C0E547FC8A35304540
1077,Entire home/apt,Boston,Back Bay,8,4.5,6,2.0,250.0,42.351673,-71.082842,0101000020E61000000E2F88484DC551C06FF1F09E032D4540
1078,Entire home/apt,Boston,Fenway,11,4.0,4,2.0,211.0,42.344103999999994,-71.08789,0101000020E61000004FE960FD9FC551C01E3691990B2C4540
1079,Entire home/apt,Boston,Downtown,32,4.5,2,0.0,259.0,42.355917,-71.059775,0101000020E61000009487855AD3C351C0938B31B08E2D4540
1080,Entire home/apt,Boston,South End,3,5.0,4,2.0,230.0,42.340938,-71.074714,0101000020E61000006AA33A1DC8C451C059FB3BDBA32B4540
1081,Entire home/apt,Boston,Back Bay,13,5.0,4,2.0,225.0,42.348663,-71.088222,0101000020E61000006A32E36DA5C551C0A2293BFDA02C4540
1082,Entire home/apt,Boston,Back Bay,10,4.5,4,2.0,210.0,42.351285,-71.077722,0101000020E6100000800BB265F9C451C0A54929E8F62C4540
1083,Entire home/apt,Boston,South End,9,5.0,3,2.0,249.0,42.337998999999996,-71.075,0101000020E6100000CDCCCCCCCCC451C0558A1D8D432B4540
1084,Entire home/apt,Boston,Back Bay,1,0.0,4,2.0,299.0,42.346635,-71.079362,0101000020E6100000E4A25A4414C551C0115322895E2C4540
1085,Entire home/apt,Boston,Back Bay,11,4.0,2,1.0,249.0,42.348345,-71.08620400000001,0101000020E61000003332C85D84C551C0D15CA791962C4540
1086,Entire home/apt,Boston,South End,1,0.0,5,3.0,255.0,42.337502,-71.076538,0101000020E6100000AEB9A3FFE5C451C0D42AFA43332B4540
1087,Entire home/apt,Boston,Downtown,8,5.0,7,2.0,200.0,42.356853,-71.054588,0101000020E610000042B0AA5E7EC351C0603DEE5BAD2D4540
1088,Entire home/apt,Boston,Back Bay,4,5.0,2,1.0,280.0,42.353055,-71.07855500000001,0101000020E6100000FCFB8C0B07C551C03A58FFE7302D4540
1089,Entire home/apt,Boston,Charlestown,5,5.0,2,0.0,229.0,42.371724,-71.059147,0101000020E610000004AA7F10C9C351C0B491EBA6942F4540
1090,Entire home/apt,Boston,South End,105,5.0,3,1.0,210.0,42.343841,-71.071827,0101000020E610000011FE45D098C451C010035DFB022C4540
1091,Entire home/apt,Boston,Back Bay,1,0.0,4,1.0,206.0,42.3498,-71.085351,0101000020E6100000946B0A6476C551C00612143FC62C4540
1092,Entire home/apt,Boston,North End,14,5.0,2,1.0,210.0,42.367131,-71.053974,0101000020E610000065355D4F74C351C0842C0B26FE2E4540
1093,Entire home/apt,Boston,South End,31,4.5,4,1.0,215.0,42.347091999999996,-71.074306,0101000020E610000062F9F36DC1C451C0045ABA826D2C4540
1094,Entire home/apt,Boston,South End,9,4.5,2,1.0,235.0,42.340635999999996,-71.078778,0101000020E61000003C69E1B20AC551C08EEBDFF5992B4540
1095,Entire home/apt,Boston,Back Bay,2,0.0,3,1.0,300.0,42.350577,-71.085054,0101000020E61000003719558671C551C06ADD06B5DF2C4540
1096,Entire home/apt,Boston,North End,87,5.0,4,2.0,285.0,42.36782,-71.053242,0101000020E61000008331225168C351C04968CBB9142F4540
1097,Entire home/apt,Boston,Back Bay,1,0.0,4,2.0,280.0,42.35287,-71.080484,0101000020E61000007BF65CA626C551C0A9DE1AD82A2D4540
1098,Entire home/apt,Boston,North End,22,4.5,8,3.0,299.0,42.364752,-71.05228000000001,0101000020E6100000088F368E58C351C047938B31B02E4540
1099,Entire home/apt,Boston,Fenway,2,0.0,7,2.0,280.0,42.345709,-71.088841,0101000020E6100000D0622992AFC551C068774831402C4540
1100,Entire home/apt,Boston,Downtown,0,0.0,6,2.0,218.0,42.362196000000004,-71.04965200000001,0101000020E6100000950B957F2DC351C0FA5E43705C2E4540
1101,Entire home/apt,Boston,West End,23,4.5,7,3.0,224.0,42.363852,-71.064699,0101000020E61000005F45460724C451C0C74ACCB3922E4540
1102,Entire home/apt,Boston,Back Bay,41,4.5,4,2.0,229.0,42.354825,-71.073348,0101000020E6100000874ECFBBB1C451C0CF66D5E76A2D4540
1103,Entire home/apt,Boston,Charlestown,1,0.0,3,1.0,259.0,42.370667,-71.05999200000001,0101000020E61000006281AFE8D6C351C06C5A2904722F4540
1104,Entire home/apt,Boston,Downtown,0,0.0,5,2.0,289.0,42.355852,-71.06258199999999,0101000020E61000005FD4EE5701C451C0AC1BEF8E8C2D4540
1105,Entire home/apt,Boston,Back Bay,6,5.0,2,0.0,250.0,42.352623,-71.082234,0101000020E6100000A227655243C551C0A1681EC0222D4540
1106,Entire home/apt,Boston,South Boston,6,5.0,4,2.0,269.0,42.339832,-71.048745,0101000020E6100000FC3559A31EC351C030116F9D7F2B4540
1107,Entire home/apt,Boston,Beacon Hill,52,5.0,6,2.0,299.0,42.360146,-71.06866099999999,0101000020E6100000AF601BF164C451C082E49D43192E4540
1108,Entire home/apt,Boston,Back Bay,9,5.0,4,1.0,235.0,42.354065999999996,-71.075825,0101000020E610000007CE1951DAC451C01250E108522D4540
1109,Entire home/apt,Boston,North End,12,5.0,4,1.0,250.0,42.361883,-71.052963,0101000020E61000007A39ECBE63C351C03BFDA02E522E4540
1110,Entire home/apt,Boston,South End,7,4.5,4,2.0,251.0,42.343641999999996,-71.076904,0101000020E61000009F3BC1FEEBC451C01AC40776FC2B4540
1111,Entire home/apt,Boston,Back Bay,9,5.0,2,1.0,229.0,42.350582,-71.08937399999999,0101000020E610000037C7B94DB8C551C07C48F8DEDF2C4540
1112,Entire home/apt,Boston,Fenway,15,5.0,5,1.0,239.0,42.348014,-71.093609,0101000020E61000001F679AB0FDC551C06B4606B98B2C4540
1113,Entire home/apt,Boston,Beacon Hill,68,5.0,3,0.0,240.0,42.357721000000005,-71.066285,0101000020E6100000C8CD70033EC451C0D40B3ECDC92D4540
1114,Entire home/apt,Boston,Downtown,11,4.5,5,1.0,218.0,42.353172,-71.06413,0101000020E6100000522CB7B41AC451C074EE76BD342D4540
1115,Entire home/apt,Boston,South Boston,0,0.0,2,1.0,205.0,42.337971,-71.038855,0101000020E61000004F92AE997CC251C08BFF3BA2422B4540
1116,Entire home/apt,Boston,South Boston,21,5.0,6,2.0,300.0,42.336459000000005,-71.036914,0101000020E6100000EEB089CC5CC251C0F1B8A816112B4540
1117,Entire home/apt,Boston,Charlestown,2,0.0,4,2.0,250.0,42.378926,-71.065064,0101000020E6100000680932022AC451C053CDACA580304540
1118,Entire home/apt,Boston,Charlestown,0,0.0,4,2.0,250.0,42.379996999999996,-71.065698,0101000020E6100000685A626534C451C000CADFBDA3304540
1119,Entire home/apt,Boston,Charlestown,32,5.0,4,3.0,299.0,42.378898,-71.06118199999999,0101000020E6100000A646E867EAC351C08942CBBA7F304540
1120,Entire home/apt,Boston,Roxbury,12,5.0,5,1.0,185.0,42.333113,-71.074937,0101000020E6100000AA108FC4CBC451C0AC6F6072A32A4540
1121,Entire home/apt,Boston,South Boston,0,0.0,3,1.0,200.0,42.335285999999996,-71.035258,0101000020E6100000083BC5AA41C251C04167D2A6EA2A4540
1122,Entire home/apt,Boston,Back Bay,15,5.0,4,1.0,199.0,42.350419,-71.082009,0101000020E6100000923EADA23FC551C0D272A087DA2C4540
1123,Entire home/apt,Boston,Dorchester,1,0.0,4,2.0,198.0,42.318783,-71.05251,0101000020E6100000A12DE7525CC351C0A9C29FE1CD284540
1124,Entire home/apt,Boston,Jamaica Plain,2,0.0,4,2.0,195.0,42.296884999999996,-71.114023,0101000020E61000007AFF1F274CC751C024D6E25300264540
1125,Entire home/apt,Boston,Fenway,3,3.5,5,2.0,186.0,42.3445,-71.102041,0101000020E61000007976F9D687C651C06ABC7493182C4540
1126,Entire home/apt,Boston,Downtown,5,5.0,5,2.0,189.0,42.351569,-71.062885,0101000020E61000002C9ACE4E06C451C0CAA48636002D4540
1127,Entire home/apt,Boston,Beacon Hill,1,0.0,2,0.0,200.0,42.358886,-71.063783,0101000020E61000009CC24A0515C451C0027FF8F9EF2D4540
1128,Entire home/apt,Boston,Roxbury,16,4.0,8,3.0,189.0,42.325573,-71.09748,0101000020E6100000E700C11C3DC651C0F5BA4560AC294540
1129,Entire home/apt,Boston,Fenway,2,0.0,2,1.0,200.0,42.343757000000004,-71.09971,0101000020E610000063450DA661C651C0B262B83A002C4540
1130,Entire home/apt,Boston,Jamaica Plain,4,5.0,3,1.0,200.0,42.311212,-71.111912,0101000020E6100000EB01F39029C751C0B60F79CBD5274540
1131,Entire home/apt,Boston,South End,0,0.0,4,1.0,195.0,42.341212,-71.079551,0101000020E61000004DD7135D17C551C05A80B6D5AC2B4540
1132,Entire home/apt,Boston,West End,2,0.0,5,2.0,186.0,42.365505999999996,-71.06818100000001,0101000020E6100000594DD7135DC451C0F33E8EE6C82E4540
1133,Entire home/apt,Boston,Fenway,1,0.0,5,2.0,186.0,42.345257000000004,-71.101742,0101000020E61000004CA8E0F082C651C087DBA161312C4540
1134,Entire home/apt,Boston,Downtown,14,4.5,2,0.0,185.0,42.358812,-71.062597,0101000020E6100000F9F4D89601C451C0C8B4368DED2D4540
1135,Entire home/apt,Boston,Dorchester,86,4.5,2,1.0,200.0,42.322216,-71.054855,0101000020E61000006AC18BBE82C351C0BC1FB75F3E294540
1136,Entire home/apt,Boston,Back Bay,6,4.5,2,1.0,186.0,42.350263,-71.09097299999999,0101000020E61000006BF46A80D2C551C0DAFF006BD52C4540
1137,Entire home/apt,Boston,Roxbury,15,5.0,15,4.0,199.0,42.330312,-71.08930600000001,0101000020E61000008A558330B7C551C0F9BCE2A9472A4540
1138,Entire home/apt,Boston,Jamaica Plain,21,5.0,3,2.0,199.0,42.311659999999996,-71.11490699999999,0101000020E610000037C5E3A25AC751C056BC9179E4274540
1139,Entire home/apt,Boston,Beacon Hill,37,5.0,2,1.0,189.0,42.357442999999996,-71.06903199999999,0101000020E6100000299831056BC451C0929735B1C02D4540
1140,Entire home/apt,Boston,South End,42,5.0,4,1.0,195.0,42.336327000000004,-71.074157,0101000020E61000003F7100FDBEC451C082E15CC30C2B4540
1141,Entire home/apt,Boston,Brighton,0,0.0,4,1.0,189.0,42.349577000000004,-71.146687,0101000020E6100000E5EFDE5163C951C086376BF0BE2C4540
1142,Entire home/apt,Boston,Brighton,0,0.0,2,1.0,200.0,42.353601,-71.17320699999999,0101000020E61000000D1CD0D215CB51C09C6A2DCC422D4540
1143,Entire home/apt,Boston,Brighton,29,5.0,8,3.0,200.0,42.354574,-71.15949300000001,0101000020E610000038BC202235CA51C086014BAE622D4540
1144,Entire home/apt,Boston,South End,22,5.0,2,1.0,189.0,42.340987,-71.079728,0101000020E6100000D52478431AC551C03AAE4676A52B4540
1145,Entire home/apt,Boston,Fenway,0,0.0,5,2.0,182.0,42.343864,-71.099841,0101000020E6100000327381CB63C651C0C9224DBC032C4540
1146,Entire home/apt,Boston,South End,4,4.5,4,2.0,200.0,42.340992,-71.080197,0101000020E6100000300F99F221C551C04C1938A0A52B4540
1147,Entire home/apt,Boston,Fenway,0,0.0,4,1.0,200.0,42.342565,-71.096614,0101000020E61000007D957CEC2EC651C08BE07F2BD92B4540
1148,Entire home/apt,Boston,Fenway,0,0.0,6,2.0,192.0,42.350473,-71.09723199999999,0101000020E6100000FB07910C39C651C0C5909C4CDC2C4540
1149,Entire home/apt,Boston,Fenway,3,4.5,5,2.0,183.0,42.345069,-71.101439,0101000020E61000007EE200FA7DC651C085EE92382B2C4540
1150,Entire home/apt,Boston,South End,8,4.5,2,0.0,189.0,42.343399,-71.078885,0101000020E610000047C9AB730CC551C0533D997FF42B4540
1151,Entire home/apt,Boston,South End,7,4.0,4,1.0,194.0,42.345079,-71.0774,0101000020E6100000772D211FF4C451C0A8C4758C2B2C4540
1152,Entire home/apt,Boston,Fenway,3,5.0,3,1.0,199.0,42.344046999999996,-71.088013,0101000020E6100000DD274701A2C551C0BAA46ABB092C4540
1153,Entire home/apt,Boston,Fenway,0,0.0,3,2.0,200.0,42.343683,-71.097346,0101000020E61000005F99B7EA3AC651C07898F6CDFD2B4540
1154,Entire home/apt,Boston,Fenway,4,4.5,3,1.0,190.0,42.343901,-71.087541,0101000020E6100000C90391459AC551C0E607AEF2042C4540
1155,Entire home/apt,Boston,South End,3,3.5,4,2.0,189.0,42.341735,-71.07818,0101000020E6100000E2CCAFE600C551C00473F4F8BD2B4540
1156,Entire home/apt,Boston,Allston,6,5.0,4,2.0,189.0,42.364203,-71.130262,0101000020E6100000577A6D3656C851C0740D33349E2E4540
1157,Entire home/apt,Boston,Beacon Hill,1,0.0,1,0.0,200.0,42.360756,-71.06399499999999,0101000020E6100000E2067C7E18C451C0FBEAAA402D2E4540
1158,Entire home/apt,Boston,Fenway,12,4.5,5,2.0,200.0,42.34316,-71.08574200000001,0101000020E6100000317903CC7CC551C0CEA5B8AAEC2B4540
1159,Entire home/apt,Boston,Back Bay,7,5.0,4,2.0,199.0,42.348431,-71.088588,0101000020E61000005BB4006DABC551C0CFF41263992C4540
1160,Entire home/apt,Boston,Beacon Hill,48,5.0,3,2.0,200.0,42.359749,-71.06617800000001,0101000020E6100000BD6DA6423CC451C065E256410C2E4540
1161,Entire home/apt,Boston,South Boston Waterfront,2,0.0,4,1.0,185.0,42.347383,-71.038556,0101000020E610000022C495B377C251C0DB17D00B772C4540
1162,Entire home/apt,Boston,South End,6,4.5,2,1.0,185.0,42.344764,-71.072763,0101000020E6100000F7562426A8C451C0486B0C3A212C4540
1163,Entire home/apt,Boston,Fenway,4,5.0,3,1.0,199.0,42.346030999999996,-71.087938,0101000020E6100000D784B4C6A0C551C07B336ABE4A2C4540
1164,Entire home/apt,Boston,Back Bay,6,4.0,5,2.0,189.0,42.345074,-71.080485,0101000020E610000063B48EAA26C551C0965984622B2C4540
1165,Entire home/apt,Boston,West End,0,0.0,3,1.0,185.0,42.364012,-71.067824,0101000020E61000009278793A57C451C000ADF9F1972E4540
1166,Entire home/apt,Boston,Back Bay,3,4.0,5,2.0,185.0,42.346852,-71.077995,0101000020E61000001990BDDEFDC451C0AE4676A5652C4540
1167,Entire home/apt,Boston,Chinatown,0,0.0,5,2.0,184.0,42.350946,-71.06213000000001,0101000020E61000006E861BF0F9C351C0BD546CCCEB2C4540
1168,Entire home/apt,Boston,West End,0,0.0,5,2.0,189.0,42.365178,-71.06846,0101000020E610000063450DA661C451C0FE9B1727BE2E4540
1169,Entire home/apt,Boston,East Boston,21,5.0,4,2.0,195.0,42.375059,-71.03432600000001,0101000020E6100000C2D9AD6532C251C00589EDEE01304540
